EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
169,38,Yes,Travel_Rarely,Research & Development,22,5,Technical Degree,1,Female,3,3,Research Director,2,Single,87263,0,Yes,12,3,3,0,20,3,3,6,3,0,6
170,31,Yes,Travel_Frequently,Sales,6,4,Life Sciences,3,Female,2,4,Sales Executive,2,Married,124184,2,No,25,3,4,1,13,2,3,15,12,3,6
171,42,Yes,Travel_Frequently,Sales,17,4,Human Resources,1,Male,4,3,Sales Executive,3,Divorced,140153,8,No,24,3,3,1,24,0,3,0,0,0,0
172,36,No,Non-Travel,Sales,5,1,Technical Degree,4,Male,2,2,Sales Representative,4,Single,116918,2,No,14,3,3,1,18,1,3,0,0,0,0
173,36,Yes,Travel_Frequently,Research & Development,26,5,Human Resources,4,Female,3,2,Research Director,4,Divorced,107825,8,No,25,4,3,0,18,3,1,4,3,3,1
174,43,No,Travel_Frequently,Research & Development,16,1,Medical,2,Male,3,5,Research Director,3,Married,177700,6,No,18,3,3,0,25,5,3,2,2,2,2
175,44,Yes,Travel_Frequently,Research & Development,28,1,Medical,2,Female,4,4,Research Scientist,2,Single,137609,4,Yes,15,3,4,3,26,2,4,8,4,1,5
176,35,No,Non-Travel,Research & Development,6,1,Marketing,3,Female,3,3,Healthcare Representative,1,Divorced,112200,5,No,11,3,3,1,17,6,4,2,2,0,2
177,37,No,Non-Travel,Research & Development,17,4,Other,2,Male,2,1,Research Director,4,Single,89176,3,No,16,3,1,0,19,2,1,0,0,0,0
178,24,Yes,Travel_Rarely,Research & Development,25,2,Medical,2,Female,3,2,Laboratory Technician,2,Divorced,101193,6,Yes,13,4,4,1,6,0,4,7,3,3,0
179,39,No,Travel_Frequently,Research & Development,12,4,Marketing,2,Male,3,2,Research Scientist,1,Single,113661,4,No,25,3,2,0,21,3,4,23,1,2,10
180,32,No,Non-Travel,Research & Development,9,3,Marketing,4,Male,3,1,Research Director,4,Married,72911,1,Yes,12,3,3,2,14,3,4,2,2,0,2
181,47,No,Non-Travel,Sales,13,4,Other,4,Male,3,4,Sales Executive,4,Single,107152,7,No,15,4,4,2,29,2,3,0,0,0,0
182,31,No,Travel_Rarely,Sales,5,3,Other,3,Male,3,3,Manager,3,Divorced,115658,8,Yes,15,3,3,3,13,1,4,9,0,0,1
183,51,No,Travel_Frequently,Research & Development,19,5,Human Resources,3,Female,3,1,Laboratory Technician,4,Single,69013,1,No,11,4,3,2,33,3,4,8,2,0,8
184,23,No,Non-Travel,Research & Development,6,1,Technical Degree,2,Female,4,2,Manufacturing Director,4,Married,57017,7,No,16,4,3,3,5,1,4,1,1,1,0
185,39,Yes,Non-Travel,Sales,16,4,Life Sciences,3,Female,4,1,Sales Representative,4,Single,61538,6,Yes,17,3,4,0,21,5,2,7,1,6,0
186,42,No,Travel_Frequently,Sales,27,1,Marketing,4,Male,3,1,Sales Representative,1,Married,68512,8,Yes,15,3,4,2,24,4,2,3,3,1,1
187,36,No,Travel_Rarely,Sales,7,1,Human Resources,3,Male,4,2,Manager,4,Divorced,93650,3,No,22,4,4,0,18,1,2,15,1,0,0
188,25,No,Travel_Rarely,Research & Development,18,3,Technical Degree,3,Female,4,3,Manufacturing Director,3,Divorced,131656,1,Yes,18,3,2,0,7,3,1,13,2,6,0
189,40,No,Travel_Frequently,Sales,16,2,Human Resources,3,Male,2,3,Sales Representative,2,Single,116851,1,No,12,3,4,2,22,2,2,10,7,2,3
190,38,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,4,Female,3,1,Manufacturing Director,3,Divorced,80635,1,Yes,24,3,3,2,20,0,3,11,2,0,0
191,30,Yes,Non-Travel,Sales,28,1,Life Sciences,3,Female,1,5,Sales Executive,2,Single,177014,5,Yes,22,3,2,1,12,3,1,1,1,0,1
192,44,No,Non-Travel,Research & Development,14,2,Life Sciences,4,Female,4,4,Research Director,1,Single,120210,6,Yes,24,3,3,2,26,5,2,2,2,0,0
193,32,No,Travel_Rarely,Research & Development,29,4,Technical Degree,3,Female,4,4,Research Scientist,3,Single,93641,2,No,25,3,3,0,14,3,3,6,1,2,6
194,28,No,Non-Travel,Research & Development,21,4,Medical,3,Male,2,5,Manager,3,Divorced,149284,3,No,16,3,4,0,10,3,3,1,1,0,1
195,50,Yes,Travel_Rarely,Sales,15,4,Human Resources,3,Female,2,4,Sales Representative,1,Married,143160,6,Yes,24,3,4,2,32,3,2,5,0,0,2
196,34,No,Travel_Rarely,Sales,22,4,Marketing,3,Male,3,1,Sales Representative,3,Married,59770,4,No,19,3,1,2,16,4,1,0,0,0,0
197,53,No,Travel_Rarely,Sales,4,1,Medical,3,Female,1,3,Manager,3,Married,119612,4,No,19,3,4,2,35,4,1,11,0,0,0
198,49,No,Travel_Frequently,Research & Development,22,5,Life Sciences,3,Male,4,1,Healthcare Representative,4,Married,83869,6,Yes,25,3,4,1,31,0,3,0,0,0,0
199,43,No,Non-Travel,Sales,27,2,Life Sciences,4,Male,3,2,Sales Representative,1,Married,95902,2,No,20,3,3,1,25,5,4,8,6,0,6
200,48,No,Non-Travel,Research & Development,29,5,Marketing,4,Female,4,5,Manufacturing Director,4,Divorced,152963,2,No,17,3,4,2,30,1,3,4,4,1,4
201,31,No,Travel_Frequently,Human Resources,11,1,Marketing,4,Male,4,1,Human Resources,4,Divorced,62741,2,No,19,3,2,1,13,4,4,14,0,7,1
202,41,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,2,4,Manager,3,Single,121394,4,Yes,23,3,3,2,23,6,2,7,2,1,5
203,37,Yes,Travel_Frequently,Research & Development,13,4,Technical Degree,4,Female,3,1,Healthcare Representative,4,Divorced,71800,4,Yes,21,3,4,3,19,5,4,1,1,0,0
204,34,No,Non-Travel,Research & Development,22,1,Medical,4,Female,3,4,Laboratory Technician,4,Single,104971,3,No,18,3,4,1,16,2,3,14,5,2,2
205,25,No,Travel_Frequently,Research & Development,21,5,Other,2,Female,2,1,Research Director,3,Married,48034,5,Yes,11,3,4,2,7,4,3,30,0,4,3
206,52,No,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,2,Manager,4,Married,83116,5,No,25,3,2,3,34,1,4,4,4,4,2
207,42,No,Non-Travel,Research & Development,4,4,Marketing,2,Male,3,1,Research Director,2,Divorced,46354,5,Yes,25,3,4,0,24,3,3,17,0,1,3
208,31,No,Travel_Rarely,Research & Development,7,2,Other,4,Female,2,2,Healthcare Representative,2,Married,95937,8,No,11,3,1,0,13,4,3,8,8,0,1
209,36,No,Travel_Frequently,Research & Development,3,5,Medical,4,Female,3,3,Manager,4,Married,127590,0,Yes,23,3,3,0,18,1,2,1,1,1,1
210,47,No,Travel_Frequently,Research & Development,10,3,Human Resources,3,Female,3,3,Research Scientist,3,Single,83904,1,No,25,3,4,2,29,2,3,1,1,1,1
211,25,Yes,Non-Travel,Research & Development,26,3,Life Sciences,2,Male,3,2,Manager,3,Divorced,107412,2,No,21,4,4,0,7,2,3,10,0,7,2
212,37,No,Non-Travel,Research & Development,9,2,Life Sciences,4,Male,3,2,Manufacturing Director,4,Single,70755,2,No,14,3,3,2,19,1,3,2,2,1,1
213,50,No,Travel_Rarely,Research & Development,4,3,Human Resources,4,Female,3,3,Research Director,1,Single,122753,5,No,21,3,2,0,32,1,3,1,0,0,1
214,34,Yes,Travel_Frequently,Research & Development,22,3,Technical Degree,3,Male,3,2,Healthcare Representative,3,Married,121151,6,Yes,24,3,1,0,16,2,3,13,6,1,8
215,34,Yes,Non-Travel,Research & Development,1,5,Human Resources,2,Male,4,4,Laboratory Technician,4,Married,127054,1,Yes,24,3,2,0,16,0,3,2,0,1,2
216,43,No,Non-Travel,Sales,17,1,Other,3,Female,4,3,Manager,1,Single,108789,8,Yes,12,3,3,1,25,4,4,2,2,0,0
217,45,Yes,Non-Travel,Sales,8,1,Other,4,Male,4,2,Sales Executive,3,Single,95197,7,Yes,12,3,4,3,27,1,2,4,2,1,4
218,46,Yes,Non-Travel,Research & Development,21,4,Marketing,2,Male,3,1,Manufacturing Director,3,Divorced,54401,9,No,20,3,3,2,28,4,4,1,1,1,0
219,31,No,Travel_Rarely,Sales,9,2,Medical,3,Female,3,2,Sales Executive,4,Single,118710,2,Yes,12,3,3,0,13,1,3,14,0,2,7
220,38,No,Non-Travel,Sales,19,2,Medical,3,Female,2,4,Sales Executive,4,Divorced,135474,0,No,11,3,2,0,20,1,3,4,3,4,3
221,46,No,Travel_Frequently,Sales,16,4,Medical,4,Male,4,2,Sales Representative,3,Single,107805,1,No,18,3,4,1,28,1,3,1,1,1,1
222,39,No,Travel_Rarely,Research & Development,17,4,Medical,4,Female,3,1,Laboratory Technician,3,Divorced,58685,0,Yes,19,4,1,0,21,1,3,40,0,7,2
223,39,No,Travel_Frequently,Research & Development,2,5,Technical Degree,4,Male,4,1,Research Director,3,Single,76328,6,No,17,3,1,2,21,4,3,5,5,4,2
224,47,No,Travel_Rarely,Research & Development,26,1,Human Resources,4,Male,3,2,Manager,2,Divorced,71585,4,No,11,3,1,1,29,1,4,11,5,3,2
225,35,No,Travel_Rarely,Sales,14,5,Human Resources,4,Female,3,2,Sales Representative,2,Married,91883,4,No,17,3,4,0,17,5,3,5,0,0,1
226,51,Yes,Non-Travel,Sales,26,3,Human Resources,2,Female,3,3,Sales Representative,3,Divorced,97295,2,No,14,3,2,1,33,0,4,3,2,0,1
227,51,No,Travel_Frequently,Research & Development,13,5,Other,3,Male,3,4,Manager,4,Divorced,145147,9,No,22,3,1,2,33,0,3,6,2,0,6
228,18,Yes,Non-Travel,Human Resources,22,1,Marketing,4,Female,1,2,Human Resources,2,Single,124364,8,No,14,3,2,0,0,5,4,0,0,0,0
229,46,No,Travel_Rarely,Human Resources,27,3,Medical,2,Female,4,3,Manager,3,Divorced,146596,8,No,16,3,4,1,28,4,1,6,5,3,5
230,43,No,Travel_Frequently,Sales,23,4,Technical Degree,3,Female,3,2,Sales Executive,3,Divorced,94217,8,Yes,23,3,2,2,25,6,3,1,1,0,1
231,30,Yes,Non-Travel,Human Resources,12,5,Human Resources,3,Female,4,4,Manager,4,Single,125789,3,Yes,16,3,3,2,12,6,3,4,1,0,1
232,38,No,Travel_Rarely,Sales,24,2,Marketing,3,Female,3,1,Manager,4,Single,90880,3,No,22,3,4,0,20,3,3,2,2,2,1
233,28,No,Travel_Rarely,Research & Development,29,5,Marketing,4,Male,4,1,Laboratory Technician,1,Married,66630,7,No,20,3,1,3,10,2,3,1,1,0,1
234,31,No,Travel_Rarely,Sales,15,3,Other,3,Male,3,1,Sales Executive,4,Single,74796,2,No,12,3,3,1,13,3,3,5,1,5,2
235,39,No,Travel_Rarely,Sales,28,4,Marketing,2,Female,2,1,Sales Representative,2,Married,90462,6,No,23,3,3,1,21,5,4,0,0,0,0
236,37,No,Travel_Frequently,Research & Development,29,5,Human Resources,4,Female,4,4,Research Scientist,3,Divorced,130608,0,No,17,3,4,2,19,1,2,1,0,1,1
237,25,No,Travel_Frequently,Research & Development,18,3,Marketing,1,Male,3,2,Research Director,3,Single,79606,5,No,16,3,3,0,7,2,4,10,1,3,2
238,30,No,Travel_Frequently,Human Resources,5,2,Other,3,Male,3,5,Human Resources,2,Married,154184,9,Yes,18,3,4,1,12,2,3,6,2,1,0
239,42,No,Travel_Frequently,Research & Development,24,5,Human Resources,3,Male,3,1,Research Scientist,2,Married,76206,7,Yes,24,4,2,0,24,6,3,1,0,0,1
240,45,No,Non-Travel,Sales,17,1,Life Sciences,1,Female,2,5,Sales Executive,4,Married,183157,8,No,11,3,2,0,27,0,2,1,1,1,1
241,29,No,Travel_Frequently,Research & Development,28,5,Marketing,3,Male,1,1,Healthcare Representative,2,Divorced,94586,5,No,18,3,4,0,11,6,2,3,3,2,3
242,42,Yes,Travel_Rarely,Research & Development,10,3,Technical Degree,3,Female,3,3,Research Director,3,Married,134425,8,Yes,23,3,3,0,24,1,3,2,0,0,2
243,31,No,Non-Travel,Research & Development,18,3,Medical,4,Female,3,1,Laboratory Technician,3,Married,54778,4,No,14,3,4,1,13,4,3,1,1,0,1
244,39,Yes,Travel_Rarely,Research & Development,26,3,Technical Degree,1,Female,4,4,Manager,2,Single,106661,4,No,21,3,3,0,21,2,3,14,4,1,1
245,48,Yes,Travel_Rarely,Research & Development,15,1,Medical,2,Female,3,1,Research Director,3,Single,51855,1,Yes,15,3,1,0,30,2,1,35,4,1,5
246,30,No,Travel_Rarely,Research & Development,29,3,Technical Degree,3,Female,2,2,Manufacturing Director,4,Single,89163,1,No,18,3,4,3,12,4,4,5,5,0,4
247,38,Yes,Travel_Frequently,Research & Development,2,5,Human Resources,3,Male,4,3,Manufacturing Director,1,Single,88794,4,No,13,3,3,1,20,2,4,0,0,0,0
248,46,Yes,Travel_Rarely,Research & Development,23,4,Other,3,Male,3,5,Research Scientist,2,Divorced,159137,3,No,11,3,4,0,28,0,1,18,1,1,0
249,47,No,Travel_Rarely,Sales,18,3,Technical Degree,3,Female,4,5,Sales Executive,4,Divorced,152125,2,No,14,3,3,0,29,3,1,5,3,0,5
250,38,Yes,Non-Travel,Research & Development,28,5,Medical,2,Male,2,2,Healthcare Representative,3,Single,87712,7,Yes,24,3,2,0,20,2,3,10,4,0,1
251,29,No,Non-Travel,Sales,18,4,Medical,3,Female,4,1,Sales Representative,3,Divorced,50031,3,No,22,3,1,1,11,2,2,0,0,0,0
252,27,No,Non-Travel,Research & Development,2,5,Other,3,Female,2,3,Healthcare Representative,1,Married,77706,3,No,18,3,4,1,9,0,1,6,2,5,2
253,37,No,Travel_Rarely,Research & Development,18,4,Marketing,1,Female,4,1,Research Scientist,4,Divorced,68516,7,No,21,3,4,2,19,6,4,3,3,3,3
254,30,No,Travel_Rarely,Sales,18,5,Technical Degree,3,Female,3,1,Sales Executive,2,Divorced,84880,3,Yes,21,4,2,2,12,4,2,0,0,0,0
255,37,Yes,Travel_Frequently,Research & Development,11,3,Technical Degree,2,Female,2,4,Manager,2,Divorced,129863,7,No,25,3,3,2,19,2,3,7,6,0,7
256,36,No,Travel_Rarely,Sales,5,3,Life Sciences,4,Male,4,2,Manager,3,Married,102266,0,Yes,20,3,3,0,18,2,3,6,5,0,2
257,27,No,Non-Travel,Research & Development,8,3,Marketing,3,Female,3,4,Manager,3,Single,125421,4,Yes,25,3,1,0,9,2,3,3,0,0,0
258,37,No,Travel_Frequently,Research & Development,13,1,Life Sciences,4,Female,4,3,Manager,2,Married,117945,4,No,22,3,3,2,19,0,3,23,2,0,2
259,28,No,Non-Travel,Human Resources,17,2,Medical,4,Male,2,3,Human Resources,4,Single,107838,5,No,20,3,3,2,10,4,3,7,0,1,4
260,35,Yes,Non-Travel,Research & Development,14,2,Medical,3,Male,3,1,Research Director,2,Married,92360,6,Yes,12,3,1,0,17,2,2,0,0,0,0
261,31,No,Travel_Frequently,Research & Development,20,1,Marketing,3,Male,2,1,Research Director,2,Single,65462,5,No,14,3,3,1,13,2,3,8,0,1,8
262,40,Yes,Non-Travel,Research & Development,28,3,Life Sciences,2,Female,4,1,Laboratory Technician,4,Married,87859,0,Yes,20,4,4,2,22,1,3,2,2,1,2
263,24,No,Travel_Rarely,Research & Development,17,1,Marketing,3,Male,3,3,Healthcare Representative,2,Single,106628,0,No,20,4,3,0,6,3,4,3,2,3,3
264,31,No,Non-Travel,Research & Development,13,2,Technical Degree,3,Female,3,3,Research Scientist,1,Divorced,71134,0,No,24,4,4,0,13,2,3,0,0,0,0
265,23,Yes,Travel_Frequently,Research & Development,1,3,Other,3,Male,3,1,Research Director,3,Married,72750,5,No,17,3,1,1,5,3,4,0,0,0,0
266,36,No,Non-Travel,Human Resources,5,1,Other,4,Male,3,3,Manager,4,Married,118689,2,Yes,25,3,1,3,18,2,4,0,0,0,0
267,36,No,Non-Travel,Research & Development,7,2,Marketing,4,Female,3,1,Laboratory Technician,2,Divorced,56000,2,Yes,19,3,3,2,18,4,4,1,1,1,1
268,24,Yes,Travel_Rarely,Research & Development,24,3,Medical,4,Male,4,2,Laboratory Technician,3,Single,65796,5,No,17,3,3,0,6,3,2,4,4,4,4
269,30,Yes,Travel_Rarely,Human Resources,28,4,Technical Degree,1,Male,2,2,Manager,2,Married,105598,7,No,21,3,4,0,12,5,1,8,2,0,7
270,56,No,Travel_Frequently,Research & Development,11,4,Medical,4,Female,2,5,Research Scientist,2,Married,140914,7,No,20,3,2,2,38,6,2,7,7,2,3
271,37,Yes,Travel_Frequently,Research & Development,2,2,Human Resources,3,Female,4,2,Manager,4,Divorced,78698,1,Yes,18,3,3,3,19,3,3,1,1,1,1
272,33,No,Non-Travel,Research & Development,15,4,Life Sciences,4,Male,2,1,Manager,3,Divorced,72770,0,Yes,19,4,2,0,15,5,4,0,0,0,0
273,24,No,Travel_Rarely,Human Resources,23,2,Other,2,Female,3,2,Human Resources,3,Divorced,75425,4,No,22,3,4,0,6,2,3,3,3,2,0
274,47,Yes,Non-Travel,Research & Development,5,2,Medical,3,Female,1,3,Research Scientist,4,Single,120784,5,Yes,24,3,3,0,29,4,2,2,0,0,2
275,45,No,Non-Travel,Research & Development,29,4,Medical,2,Female,3,3,Manufacturing Director,1,Single,98648,7,No,23,3,3,1,27,4,2,6,1,0,0
276,48,Yes,Travel_Frequently,Research & Development,22,5,Human Resources,3,Male,1,1,Research Director,3,Married,78343,5,Yes,13,4,4,3,30,0,3,7,3,0,7
277,31,No,Travel_Frequently,Research & Development,25,3,Marketing,4,Male,2,3,Laboratory Technician,3,Married,123917,9,No,25,3,4,2,13,2,3,27,3,1,5
278,41,No,Non-Travel,Research & Development,21,5,Life Sciences,4,Female,3,2,Research Scientist,1,Married,106087,0,Yes,20,3,3,1,23,0,3,0,0,0,0
279,27,Yes,Non-Travel,Human Resources,26,2,Human Resources,3,Female,2,3,Manager,2,Single,80504,8,No,21,3,3,0,9,5,4,4,3,4,1
280,35,No,Travel_Frequently,Sales,10,3,Life Sciences,3,Male,3,3,Sales Representative,2,Married,105847,3,No,21,3,1,1,17,0,3,15,4,0,6
281,35,No,Travel_Frequently,Sales,5,4,Medical,3,Female,3,2,Manager,4,Divorced,94238,7,Yes,23,3,2,2,17,3,1,9,2,3,5
282,42,No,Non-Travel,Sales,1,3,Technical Degree,4,Male,3,4,Sales Representative,2,Divorced,147602,5,No,13,3,3,2,24,0,3,1,1,1,1
283,40,No,Travel_Rarely,Research & Development,10,2,Human Resources,4,Male,3,4,Research Director,4,Married,120229,3,No,18,3,1,0,22,2,3,11,0,1,7
284,39,Yes,Travel_Rarely,Research & Development,28,1,Human Resources,4,Female,3,2,Research Scientist,4,Divorced,115533,4,No,16,3,3,0,21,6,2,6,2,0,3
285,43,Yes,Travel_Rarely,Research & Development,1,5,Marketing,4,Male,3,1,Research Director,4,Divorced,75717,8,Yes,21,3,1,0,25,6,3,7,5,0,2
286,35,No,Travel_Rarely,Sales,5,3,Human Resources,2,Female,3,3,Sales Representative,2,Single,97242,8,Yes,19,3,4,0,17,2,2,11,0,1,5
287,26,Yes,Travel_Frequently,Sales,23,4,Human Resources,4,Male,3,1,Sales Representative,3,Married,76669,9,Yes,21,3,1,0,8,4,2,3,3,1,0
288,29,No,Travel_Rarely,Research & Development,25,4,Technical Degree,3,Male,4,5,Research Director,4,Single,159724,7,No,21,3,4,0,11,2,2,22,1,0,0
289,43,Yes,Non-Travel,Sales,6,3,Marketing,3,Female,3,1,Sales Representative,4,Divorced,64407,1,Yes,18,3,3,0,25,2,4,39,1,1,5
290,39,No,Non-Travel,Research & Development,7,5,Technical Degree,3,Female,3,2,Research Scientist,1,Married,103988,2,Yes,17,3,3,2,21,3,3,3,2,2,0
291,23,No,Non-Travel,Sales,3,5,Life Sciences,4,Male,3,3,Manager,4,Divorced,128938,7,Yes,15,4,3,2,5,1,2,11,0,1,2
292,31,No,Travel_Rarely,Research & Development,20,5,Technical Degree,4,Male,1,1,Manager,4,Single,72768,2,Yes,19,3,3,1,13,3,4,6,3,1,3
293,46,No,Travel_Rarely,Research & Development,10,1,Marketing,4,Female,3,4,Manager,4,Divorced,138887,8,No,24,3,4,0,28,3,4,2,2,1,0
294,35,Yes,Travel_Frequently,Human Resources,5,2,Human Resources,4,Female,3,4,Human Resources,2,Married,123201,8,No,21,3,3,2,17,1,3,10,4,3,2
295,26,No,Travel_Rarely,Human Resources,15,5,Technical Degree,2,Male,4,1,Human Resources,3,Divorced,67095,2,Yes,23,3,4,1,8,5,4,2,2,0,0
296,50,No,Travel_Frequently,Research & Development,2,5,Technical Degree,1,Female,4,1,Manufacturing Director,3,Divorced,79462,8,Yes,16,3,4,0,32,4,3,40,10,2,2
297,47,Yes,Travel_Frequently,Research & Development,19,3,Human Resources,4,Female,4,2,Laboratory Technician,1,Single,98731,1,No,21,3,3,1,29,5,1,0,0,0,0
298,53,No,Non-Travel,Research & Development,19,2,Human Resources,4,Female,4,2,Manufacturing Director,4,Single,113148,9,No,11,3,1,3,35,2,3,1,1,0,0
299,38,No,Travel_Frequently,Research & Development,19,2,Other,4,Female,3,1,Healthcare Representative,3,Married,43473,0,No,12,3,2,2,20,5,3,2,2,0,2
300,41,No,Travel_Rarely,Research & Development,8,4,Other,3,Male,4,3,Manufacturing Director,4,Divorced,102009,7,Yes,17,3,2,0,23,6,1,4,2,0,0
301,36,Yes,Non-Travel,Sales,13,4,Marketing,2,Female,4,3,Manager,1,Single,136583,8,No,17,3,3,2,18,1,3,4,4,2,0
302,28,No,Travel_Rarely,Human Resources,9,3,Marketing,4,Female,3,3,Manager,4,Married,114526,6,No,25,3,4,0,10,4,1,9,4,6,0
303,36,No,Travel_Frequently,Research & Development,4,5,Life Sciences,2,Male,2,3,Manager,3,Divorced,106944,0,No,12,3,4,0,18,6,3,2,1,2,1
304,45,Yes,Non-Travel,Sales,13,5,Medical,3,Male,3,3,Sales Executive,1,Single,97952,1,Yes,24,3,2,0,27,0,4,4,4,0,2
305,18,Yes,Travel_Frequently,Research & Development,13,3,Life Sciences,3,Female,3,5,Research Scientist,2,Married,163260,1,Yes,23,3,4,0,0,2,4,2,2,0,2
306,37,No,Travel_Frequently,Human Resources,19,3,Technical Degree,2,Female,3,1,Human Resources,3,Single,77739,4,No,11,3,2,0,19,0,4,19,0,1,1
307,44,No,Travel_Rarely,Human Resources,26,1,Human Resources,3,Female,4,1,Manager,2,Single,51185,6,No,22,3,4,0,26,6,1,1,1,1,1
308,22,No,Travel_Rarely,Research & Development,25,3,Other,1,Female,3,2,Research Scientist,2,Single,107471,5,No,24,3,3,1,4,0,4,0,0,0,0
309,38,No,Non-Travel,Research & Development,8,4,Technical Degree,3,Female,4,4,Healthcare Representative,3,Single,147229,3,Yes,22,4,3,1,20,0,1,5,0,3,5
310,38,No,Travel_Rarely,Human Resources,5,5,Medical,4,Male,4,1,Manager,1,Single,64494,7,No,24,4,2,2,20,5,1,5,0,1,2
311,40,Yes,Non-Travel,Sales,27,1,Life Sciences,1,Male,4,1,Manager,3,Married,83559,9,Yes,24,3,4,2,22,1,3,4,2,2,3
312,37,Yes,Travel_Rarely,Research & Development,11,1,Life Sciences,4,Female,3,4,Manufacturing Director,4,Married,119079,3,Yes,11,3,4,2,19,6,3,11,2,0,6
313,31,No,Non-Travel,Research & Development,3,5,Marketing,2,Female,3,1,Laboratory Technician,3,Married,58012,7,Yes,11,3,3,2,13,0,4,1,1,1,1
314,39,Yes,Travel_Rarely,Research & Development,26,3,Marketing,3,Male,1,3,Laboratory Technician,3,Married,106214,7,Yes,12,3,3,1,21,4,4,14,8,0,2
315,44,Yes,Non-Travel,Human Resources,16,4,Medical,3,Female,3,4,Human Resources,4,Single,128832,1,Yes,13,3,3,3,26,6,3,5,2,0,4
316,33,No,Travel_Frequently,Research & Development,4,1,Medical,4,Female,2,1,Laboratory Technician,3,Divorced,87226,2,No,11,3,2,1,15,6,3,10,10,0,2
317,45,No,Non-Travel,Sales,29,4,Medical,2,Female,2,1,Manager,1,Single,59977,1,No,20,3,3,1,27,3,2,6,4,3,2
318,37,No,Travel_Rarely,Sales,11,2,Marketing,2,Male,2,3,Manager,4,Divorced,122791,7,Yes,17,3,4,2,19,3,2,1,1,1,1
319,33,No,Non-Travel,Research & Development,11,4,Human Resources,3,Male,4,1,Laboratory Technician,4,Single,63945,6,Yes,24,3,3,3,15,5,4,1,1,1,0
320,55,Yes,Travel_Frequently,Research & Development,18,1,Other,4,Male,3,1,Manufacturing Director,3,Divorced,53987,1,No,18,3,3,3,37,3,1,0,0,0,0
321,36,Yes,Travel_Frequently,Sales,13,2,Marketing,2,Male,3,1,Manager,3,Divorced,76785,7,No,13,4,3,2,18,6,3,28,4,2,0
322,35,Yes,Travel_Rarely,Research & Development,2,5,Other,4,Female,3,2,Manufacturing Director,2,Married,104785,1,Yes,25,3,3,0,17,4,3,1,0,1,1
323,42,Yes,Non-Travel,Research & Development,25,5,Other,1,Female,4,1,Healthcare Representative,3,Single,74886,1,Yes,18,3,2,2,24,5,4,0,0,0,0
324,38,No,Travel_Rarely,Research & Development,26,1,Medical,3,Female,2,1,Research Director,1,Married,89763,8,No,18,3,3,0,20,2,3,8,1,1,6
325,18,Yes,Non-Travel,Sales,16,3,Technical Degree,2,Male,4,1,Sales Executive,1,Married,60882,6,Yes,19,4,2,1,0,5,2,4,4,0,0
326,44,No,Travel_Rarely,Sales,29,3,Medical,3,Female,3,2,Sales Executive,2,Married,98201,7,No,15,3,3,1,26,3,3,0,0,0,0
327,51,No,Travel_Frequently,Research & Development,11,5,Medical,2,Male,3,2,Research Scientist,3,Married,85165,2,No,14,3,4,0,33,1,4,7,3,0,7
328,40,Yes,Non-Travel,Research & Development,11,2,Life Sciences,3,Female,2,5,Manager,1,Divorced,149637,7,Yes,13,4,3,3,22,6,4,7,0,2,1
329,32,Yes,Non-Travel,Research & Development,29,1,Medical,4,Female,4,5,Manufacturing Director,4,Divorced,153017,5,No,12,3,4,0,14,5,3,1,1,0,1
330,44,No,Travel_Rarely,Research & Development,15,1,Human Resources,3,Female,4,2,Laboratory Technician,2,Married,69810,3,No,12,3,3,1,26,0,2,8,2,0,0
331,41,No,Travel_Frequently,Research & Development,24,4,Other,3,Female,3,2,Research Scientist,4,Married,92693,7,Yes,19,3,1,0,23,6,3,14,5,3,4
332,40,No,Travel_Frequently,Human Resources,1,4,Other,1,Female,4,1,Manager,3,Married,66381,1,No,23,3,3,0,22,4,2,7,3,0,2
333,46,No,Travel_Frequently,Research & Development,26,1,Medical,3,Male,4,1,Laboratory Technician,3,Married,68194,8,Yes,18,3,4,3,28,5,1,5,1,5,0
334,32,No,Non-Travel,Research & Development,16,5,Technical Degree,4,Female,3,2,Manager,3,Married,88642,1,No,22,3,2,1,14,4,2,9,9,0,7
